Page,Price,Type,Beds,Baths,Area,Location
356,"4,500,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
356,"1,650,000",Residential Land,N/A,N/A,625 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
356,"4,750,000",Residential Land,N/A,N/A,"1,440 Sq. M.","Obhur Al Shamaliyah, North Jeddah, Jeddah"
356,"2,650,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Naim, North Jeddah, Jeddah"
356,"950,000",Residential Land,N/A,N/A,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
356,"3,000,000",Residential Land,N/A,N/A,"1,800 Sq. M.","Obhur Al Shamaliyah, North Jeddah, Jeddah"
356,"1,300,000",Residential Land,N/A,N/A,900 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
356,"4,200,000",Residential Land,N/A,N/A,870 Sq. M.,"Al Safa, North Jeddah, Jeddah"
356,"2,700,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
356,"900,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Khomrah, South Jeddah, Jeddah"
356,"750,000",Residential Land,N/A,N/A,396 Sq. M.,"Al Falah, North Jeddah, Jeddah"
357,"700,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
357,"790,000",Residential Land,N/A,N/A,450 Sq. M.,"Al Fanar, North Jeddah, Jeddah"
357,"720,000",Residential Land,N/A,N/A,620 Sq. M.,"Al Wafa Scheme, North Jeddah, Jeddah"
357,"450,000",Residential Land,N/A,N/A,300 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
357,"550,000",Residential Land,N/A,N/A,312 Sq. M.,"Al Bashaer, North Jeddah, Jeddah"
357,"920,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
357,"850,000",Residential Land,N/A,N/A,450 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
357,"950,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Falah, North Jeddah, Jeddah"
357,"900,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
357,"420,000",Residential Land,N/A,N/A,275 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
357,"450,000",Residential Land,N/A,N/A,300 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
357,"1,250,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Manarat, North Jeddah, Jeddah"
357,"570,000",Residential Land,N/A,N/A,385 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
357,"950,000",Residential Land,N/A,N/A,900 Sq. M.,"Al khaleej district, Jeddah"
357,"450,000",Residential Land,N/A,N/A,420 Sq. M.,"Al khaleej district, Jeddah"
357,"800,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
357,"550,000",Residential Land,N/A,N/A,420 Sq. M.,"Al khaleej district, Jeddah"
357,"550,000",Residential Land,N/A,N/A,450 Sq. M.,"Al khaleej district, Jeddah"
357,"1,150,000",Residential Land,N/A,N/A,645 Sq. M.,"Al Manarat, North Jeddah, Jeddah"
357,"850,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Najma, Jeddah"
357,"480,090",Residential Land,N/A,N/A,615 Sq. M.,"Al Yusr, Jeddah"
357,"1,200,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
357,"1,600,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Manarat, North Jeddah, Jeddah"
357,"700,000",Residential Land,N/A,N/A,900 Sq. M.,"Al khaleej district, Jeddah"
357,"900,000",Residential Land,N/A,N/A,600 Sq. M.,"Taiba District, North Jeddah, Jeddah"
358,"2,400,000",Residential Land,N/A,N/A,690 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
358,"1,771,350",Residential Land,N/A,N/A,723 Sq. M.,"Al Lulu, North Jeddah, Jeddah"
358,"1,200,000",Residential Land,N/A,N/A,900 Sq. M.,"Al khaleej district, Jeddah"
358,"540,000",Residential Land,N/A,N/A,390 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
358,"600,000",Residential Land,N/A,N/A,420 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
358,"1,400,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Fanar, North Jeddah, Jeddah"
358,"500,000",Residential Land,N/A,N/A,450 Sq. M.,"Al khaleej district, Jeddah"
358,"1,000,120",Residential Land,N/A,N/A,525 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
358,"990,000",Residential Land,N/A,N/A,450 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
358,"2,652,000",Residential Land,N/A,N/A,780 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
358,"630,000",Residential Land,N/A,N/A,420 Sq. M.,"Al khaleej district, Jeddah"
358,"1,200,150",Residential Land,N/A,N/A,630 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
358,"400,000",Residential Land,N/A,N/A,420 Sq. M.,"Al khaleej district, Jeddah"
358,"1,100,000",Residential Land,N/A,N/A,440 Sq. M.,"Al Lulu, North Jeddah, Jeddah"
358,"1,100,274",Residential Land,N/A,N/A,483 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
358,"1,150,000",Residential Land,N/A,N/A,575 Sq. M.,"Al Manarat, North Jeddah, Jeddah"
358,"652,080",Residential Land,N/A,N/A,312 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
358,"1,249,840",Residential Land,N/A,N/A,638 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
358,"800,904",Residential Land,N/A,N/A,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
358,"2,666,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
358,"450,000",Residential Land,N/A,N/A,300 Sq. M.,"Al Fanar, North Jeddah, Jeddah"
358,"850,076",Residential Land,N/A,N/A,446 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
358,"1,500,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Amwaj, North Jeddah, Jeddah"
358,"3,700,500",Residential Land,N/A,N/A,750 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
358,"3,100,000",Residential Land,N/A,N/A,"1,250 Sq. M.","Al Amwaj, North Jeddah, Jeddah"
359,"1,300,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
359,"740,700",Residential Land,N/A,N/A,900 Sq. M.,"Al Morouj Scheme, North Jeddah, Jeddah"
359,"899,950",Residential Land,N/A,N/A,410 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
359,"1,250,040",Residential Land,N/A,N/A,660 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
359,"719,160",Residential Land,N/A,N/A,922 Sq. M.,"Al Jazeera Scheme, North Jeddah, Jeddah"
359,"3,199,900",Residential Land,N/A,N/A,"1,100 Sq. M.","Al Sheraa, North Jeddah, Jeddah"
359,"900,240",Residential Land,N/A,N/A,330 Sq. M.,"Al Lulu, North Jeddah, Jeddah"
359,"2,300,375",Residential Land,N/A,N/A,"1,375 Sq. M.","Al Sawari, North Jeddah, Jeddah"
359,"1,300,200",Residential Land,N/A,N/A,600 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
359,"1,250,000",Residential Land,N/A,N/A,400 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
359,"700,252",Residential Land,N/A,N/A,356 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
359,"1,100,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
359,"630,025",Residential Land,N/A,N/A,275 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
359,"949,920",Residential Land,N/A,N/A,480 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
359,"1,449,624",Residential Land,N/A,N/A,561 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
359,"960,050",Residential Land,N/A,N/A,325 Sq. M.,"Al Amwaj, North Jeddah, Jeddah"
359,"1,650,537",Residential Land,N/A,N/A,567 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
359,"949,875",Residential Land,N/A,N/A,375 Sq. M.,"Al Amwaj, North Jeddah, Jeddah"
359,"720,380",Residential Land,N/A,N/A,362 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
359,"640,233",Residential Land,N/A,N/A,319 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
359,"730,290",Residential Land,N/A,N/A,330 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
359,"1,800,000",Residential Land,N/A,N/A,600 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
359,"3,000",Residential Land,N/A,N/A,599 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
359,"1,400,000",Residential Land,N/A,N/A,693 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
359,"1,500,000",Residential Land,N/A,N/A,625 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
360,"26,000,000",Residential Land,N/A,N/A,"3,250 Sq. M.","Al Mursalat, North Riyadh, Riyadh"
360,"3,300,000",Residential Land,N/A,N/A,600 Sq. M.,"Irqah, West Riyadh, Riyadh"
360,"7,496,500",Residential Land,N/A,N/A,"1,363 Sq. M.","Irqah, West Riyadh, Riyadh"
360,"5,580,000",Residential Land,N/A,N/A,900 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
360,"9,000,000",Residential Land,N/A,N/A,"1,500 Sq. M.","Al Falah, North Riyadh, Riyadh"
360,"7,350,000",Residential Land,N/A,N/A,"1,225 Sq. M.","Irqah, West Riyadh, Riyadh"
360,"10,769,200",Residential Land,N/A,N/A,"1,417 Sq. M.","Al Taawun, North Riyadh, Riyadh"
360,"501,779",Residential Land,N/A,N/A,956 Sq. M.,"Al Nakhbah, Riyadh"
360,"501,779",Residential Land,N/A,N/A,956 Sq. M.,"Al Nakhbah, Riyadh"
360,"394,740",Residential Land,N/A,N/A,765 Sq. M.,"Al Ula, Riyadh"
360,"900,000",Residential Land,N/A,N/A,300 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
360,"900,000",Residential Land,N/A,N/A,300 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
360,"394,740",Residential Land,N/A,N/A,765 Sq. M.,"Al Ula, Riyadh"
360,"449,280",Residential Land,N/A,N/A,768 Sq. M.,"Al Ula, Riyadh"
360,"588,000",Residential Land,N/A,N/A,380 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
360,"1,816,290",Residential Land,N/A,N/A,432 Sq. M.,"Al Arid, North Riyadh, Riyadh"
360,"1,611,000",Residential Land,N/A,N/A,537 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
360,"1,600",Residential Land,N/A,N/A,375 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
360,"1,360,000",Residential Land,N/A,N/A,800 Sq. M.,"Al Nadhim, East Riyadh, Riyadh"
360,"647,700",Residential Land,N/A,N/A,381 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
360,"1,718,500",Residential Land,N/A,N/A,491 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
360,"480,000",Apartment,5,3,152 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
360,"630,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
360,"800,000",Apartment,4,3,148 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
360,"730,000",Apartment,5,3,155 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
361,"730,000",Apartment,5,3,155 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
361,"620,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
361,"700,000",Apartment,5,3,155 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
361,"750,000",Apartment,5,3,170 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
361,"860,000",Apartment,4,3,120 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
361,"400,000",Residential Land,N/A,N/A,750 Sq. M.,"Al Sholah, Riyadh"
361,"550,000",Residential Land,N/A,N/A,900 Sq. M.,"Az Zahir, Riyadh"
361,"345,000",Residential Land,N/A,N/A,750 Sq. M.,"Al Ula, Riyadh"
361,"320,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Ula, Riyadh"
361,"520,000",Residential Land,N/A,N/A,972 Sq. M.,"Al Raya district, East Riyadh, Riyadh"
361,"550,000",Residential Land,N/A,N/A,899 Sq. M.,"Al Raya district, East Riyadh, Riyadh"
361,"465,000",Residential Land,N/A,N/A,750 Sq. M.,"Al Ula, Riyadh"
361,"1,645,000",Residential Land,N/A,N/A,329 Sq. M.,"Al Murabba, Central Riyadh, Riyadh"
361,"588,000",Residential Land,N/A,N/A,420 Sq. M.,"Badr, South Riyadh, Riyadh"
361,"800,000",Residential Land,N/A,N/A,276 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
361,"20,000,000",Residential Land,N/A,N/A,"2,500 Sq. M.","Al Murjan, North Jeddah, Jeddah"
361,"950,000",Residential Land,N/A,N/A,400 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
361,"1,600,000",Residential Land,N/A,N/A,650 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
361,"3,100,000",Residential Land,N/A,N/A,898 Sq. M.,"Obhur Al Janoubiyah, North Jeddah, Jeddah"
361,"999,999",Residential Land,N/A,N/A,400 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
361,"630,000",Residential Land,N/A,N/A,375 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
361,"1,900,000",Residential Land,N/A,N/A,750 Sq. M.,"Al Amwaj, North Jeddah, Jeddah"
361,"700,000",Residential Land,N/A,N/A,437 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
361,"650,000",Residential Land,N/A,N/A,629 Sq. M.,"Al Qarina Al Jadida, Huraymila"
361,"11,000,000",Residential Land,N/A,N/A,209 Sq. M.,"Obhur Al Janoubiyah, North Jeddah, Jeddah"
362,"450,000",Residential Land,N/A,N/A,450 Sq. M.,"Uraidh, South Riyadh, Riyadh"
362,"6,500,000",Residential Land,N/A,N/A,"1,310 Sq. M.","Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"550,000",Residential Land,N/A,N/A,"2,000 Sq. M.","Al Sharafiyah, West Riyadh, Riyadh"
362,"1,340,000",Residential Land,N/A,N/A,536 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
362,"2,250,000",Residential Land,N/A,N/A,750 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"650,000",Residential Land,N/A,N/A,624 Sq. M.,"Namar, West Riyadh, Riyadh"
362,"400,000",Residential Land,N/A,N/A,400 Sq. M.,"Uraidh, South Riyadh, Riyadh"
362,"2,200,000",Residential Land,N/A,N/A,400 Sq. M.,"Al Basateen, North Jeddah, Jeddah"
362,"420,000",Residential Land,N/A,N/A,339 Sq. M.,"Al Shifa, South Riyadh, Riyadh"
362,"1,200,000",Residential Land,N/A,N/A,500 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"750,000",Residential Land,N/A,N/A,"2,000 Sq. M.","Al Mashriq, Riyadh"
362,"1,249,000",Residential Land,N/A,N/A,420 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"600,000",Residential Land,N/A,N/A,450 Sq. M.,"Namar, West Riyadh, Riyadh"
362,"850,000",Residential Land,N/A,N/A,300 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"1,100,000",Residential Land,N/A,N/A,625 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"1,100,000",Residential Land,N/A,N/A,625 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"800,000",Residential Land,N/A,N/A,312 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
362,"3,200,000",Residential Land,N/A,N/A,550 Sq. M.,"Al Shati, North Jeddah, Jeddah"
362,"9,000,000",Residential Land,N/A,N/A,"1,800 Sq. M.","Al Murjan, North Jeddah, Jeddah"
362,"3,100,000",Residential Land,N/A,N/A,898 Sq. M.,"Obhur Al Janoubiyah, North Jeddah, Jeddah"
362,"608,715",Residential Land,N/A,N/A,676 Sq. M.,"Dahiat Namar, West Riyadh, Riyadh"
362,"2,500,000",Residential Land,N/A,N/A,840 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
